id,gloss,speaker_code,speaker_role,ambiguous_word,ambiguous_meaning,ambiguous_verb_final_noun
495113,you you have to line it right up and then you put it down okay,MOT,Mother,line,NA,NA
495464,oop there's a line,MOT,Mother,line,NA,NA
495474,another line,MOT,Mother,line,NA,NA
495962,squiggly line,MOT,Mother,line,geometry,NA
495973,how about if you draw a line,MOT,Mother,line,geometry,draw
495981,straight line,MOT,Mother,line,geometry,NA
495985,there's a straight line,MOT,Mother,line,geometry,be
496090,there's a line,MOT,Mother,line,geometry,be
496102,another straight line,MOT,Mother,line,geometry,NA
496105,squiggly line here,MOT,Mother,line,geometry,NA
496185,straight line xxx,MOT,Mother,line,geometry,NA
496200,there's a squiggly line,MOT,Mother,line,geometry,be
496201,it's a long line,MOT,Mother,line,geometry,be
496203,do you think you can draw a short line,MOT,Mother,line,geometry,draw
496226,there's another straight line,MOT,Mother,line,geometry,be
496251,a line,MOT,Mother,line,geometry,NA
496252,xxx draw a line here,MOT,Mother,line,geometry,draw
499219,a line baby,MOT,Mother,line,NA,NA
499239,let's make a l round line,MOT,Mother,line,NA,NA
499276,what is the next line huh,MOT,Mother,line,NA,NA
499408,some lines,MOT,Mother,line,NA,NA
511612,Bill uh decided to uh break up the uh thing along racial lines because_of the uh,EXP,Investigator,line,NA,NA
517704,it looks like these little lines are coming out_of the center part,EXP,Investigator,line,geometry,NA
523200,yeah it looks like a spider with a line,SIS,Sister,line,geometry,NA
528889,stop get back get back in line,EXP,Investigator,line,order,get back in
529316,stand on line,TEA,Teacher,line,order,stand on
529328,not suppose ta stand on line,TEA,Teacher,line,order,stand on
529362,stand on line,TEA,Teacher,line,order,stand on
529892,go to the back of the line,TEA,Teacher,line,order,go to the back of
529937,go to the back of the line,TEA,Teacher,line,order,go to the back of
529977,go to the back of the line,TEA,Teacher,line,order,go to the back of
530029,back of the line,TEA,Teacher,line,order,NA
530076,back of the line,TEA,Teacher,line,order,NA
530112,dis is a messed up line,FCH,Child,line,order,be
530126,back of the line,TEA,Teacher,line,order,NA
530175,the back of the line,TEA,Teacher,line,order,NA
530222,back of the line,TEA,Teacher,line,order,NA
530431,go to the back of the line,TEA,Teacher,line,order,go to the back of
530484,you wanna get in line with me,MOT,Mother,line,order,get in
530534,wanna get in line with me,MOT,Mother,line,order,get in
530580,to the back of the line,EXP,Investigator,line,order,NA
530610,Dushon is pushing uhuh I am on na line,FCH,Child,line,NA,NA
530621,no to the back of the line she said,EXP,Investigator,line,order,NA
530634,no you ain't you not on the line,FCH,Child,line,order,be on
531236,David aren't you sposta me at the very end of the line,EXP,Investigator,line,NA,NA
531270,aren't you sposta be at the end of the line,EXP,Investigator,line,order,be
531414,no you get at the end of the line,EXP,Investigator,line,order,get at the end of
531553,back of that line,FCH,Child,line,order,NA
531598,stay in line you two,EXP,Investigator,line,order,stay in
531754,get xxx the back of the line,TCA,Adult,line,order,get at the back of
532003,xxx boys line,MCH,Child,line,NA,NA
533179,get in the back of the line,TEA,Teacher,line,order,get at the back of
533297,the back of the line,TEA,Teacher,line,order,NA
533591,let's stand xxx line boys girls,TEA,Teacher,line,order,NA
534692,hey xxx you can't get in line,FCH,Child,line,order,get in
536337,go get back in line man so you can get your grunts,EXP,Investigator,line,order,get back in
536667,that's an on line system,FAT,Father,line,NA,NA
536676,no you gotta go get in line Derwood okay,EXP,Investigator,line,order,get in
536743,and they can update your own line and,FAT,Father,line,NA,NA
536838,no no we couldn't up ours at that time they couldn't update our line,EXP,Investigator,line,NA,NA
537568,everyone everyone clapped xxx on the end of the line xxx lady xxx,TEA,Teacher,line,order,clapped at the end of
537796,so they hafta line up in back until the bus is ready to go so the cars can get by,MOT,Mother,line,NA,NA
541083,Derwood go get in go get go get in line or whatever you spose to do,EXP,Investigator,line,order,get in
541236,you're not doing those lines today,FAD,Adult,line,geometry,do
542039,so Tisha not the line,FCH,Child,line,NA,NA
544453,no it don't animal doesn't go for a line or lion,MCH,Child,line,NA,NA
544514,look at him standing in line xxx,UNK,Unidentified,line,order,stand in
544573,what chawl standing on line for,MCH,Child,line,NA,NA
546267,some of the children hold on to the grownups hold hands with the grownups and when both the hands the grownups xxx and then the children will hold on the thing til until seventeen stretch the line on the xxx an some children ride on one xxx an one on the other,FCH,Child,line,NA,NA
549980,line up,TEA,Teacher,line,NA,NA
550763,right here see line uh,TEA,Teacher,line,NA,NA
554511,line xxx,TEA,Teacher,line,NA,NA
556850,so why did you get on line,TEA,Teacher,line,NA,NA
557342,stay in line Derwood,EXP,Investigator,line,order,stay in
557377,stay in line,EXP,Investigator,line,order,stay in
557620,get back in line after ya get across,TEA,Teacher,line,order,get back in
557692,uh your not on the line,TEA,Teacher,line,NA,NA
557806,awright get git in line,TEA,Teacher,line,order,be on
557833,on the line,TEA,Teacher,line,NA,NA
557848,on the line,TEA,Teacher,line,NA,NA
557890,on the line,TEA,Teacher,line,NA,NA
557911,on the line and no pushing,TEA,Teacher,line,NA,NA
557946,on the line,TEA,Teacher,line,NA,NA
558597,on line,TEA,Teacher,line,NA,NA
561537,read this little story under line every word that begins with this sound,TEA,Teacher,line,NA,NA
561555,then here are some words draw lines to the things that they are and then circle everything that begins with this with that sound,TEA,Teacher,line,geometry,draw
562015,then underneath he had these xxx line,GRA,Grandmother,line,NA,NA
562039,we are you drop out the a you put that little line up there,TEA,Teacher,line,geometry,put
564831,that ta that line is the tape,EXP,Investigator,line,geometry,NA
565085,so you write c a n you drop the next two letters put the little line in there and put the t,TEA,Teacher,line,geometry,put
566584,what happened when you broke them by the line,TEA,Teacher,line,NA,NA
567283,mm is it a straight shot on the line,EXP,Investigator,line,NA,NA
567656,know how you make a line,FCH,Child,line,NA,NA
574013,as_soon_as children get ready they can line up um by the xxx line up xxx,TCA,Adult,line,NA,NA
578268,and she made head lines,TEA,Teacher,line,NA,NA
580741,a line of three people for painting xxx,TEA,Teacher,line,order,NA
586568,Bea there's some there's a third party on this line,MOT,Mother,line,NA,NA
586596,I said well this ain't s'pose party line,MOT,Mother,line,NA,NA
586874,so she said well there's somebody else on this line little boy said how you know,MOT,Mother,line,NA,NA
587651,well see I think about all them lines going out that got a lot to do with it,MOT,Mother,line,NA,NA
601735,okay all the snakes line up,TEA,Teacher,line,NA,NA
605640,you're next in line,MOT,Mother,line,order,be next in
607244,now ya have nine blocks wanna make them straight in a line,TEA,Teacher,line,order,make
607268,you don't hafta make a straight line,TEA,Teacher,line,order,make
607846,doctor hall well the line is busy you can wait awhile,MOT,Mother,line,NA,NA
607895,no it's a straight line,TEA,Teacher,line,NA,NA
608257,have ta make a long line,FCH,Child,line,NA,NA
619399,hey Roland I don't understand what was this line here,EXP,Investigator,line,NA,NA
627126,I mean they didn't even take into consideration that the separating point should have been a thick wall you know the dividing line between two apartments,MOT,Mother,line,geometry,know
628262,sometimes that line is in it,BRO,Brother,line,NA,NA
642477,watch for the checks between the lines,MOT,Mother,line,NA,NA
642484,I can't even see the lines,FAT,Father,line,NA,NA
642497,I never knew that the checks between the lines meant something,MOT,Mother,line,NA,NA
642546,but when she puts it between g and f she means that you're on da border line,MOT,Mother,line,geometry,be on
646263,give me the first line,MOT,Mother,line,NA,NA
646726,as Albert headed up the line he said,MOT,Mother,line,NA,NA
646899,out to Hyde Park last in line,MOT,Mother,line,order,NA
646933,last in line to marble art in famed Trafalgar Square,MOT,Mother,line,order,NA
647040,first in line to see the palace and the place where the march hare first met Alice,MOT,Mother,line,order,NA
667743,mine because the lines could drop,MCH,Child,line,NA,NA
673522,as you get downtown the main buses that run up and down those lines into Waikiki and,FAT,Father,line,NA,NA
674084,that's what happens see the dirty line,FAD,Adult,line,NA,NA
674086,you're blocking the line up,MOT,Mother,line,NA,NA
686848,oh yeah the second line of cars,EXP,Investigator,line,order,NA
686993,lines up and down up and down,TEA,Teacher,line,NA,NA
691027,here's some paper towels you can all test them and when you're finished with them they go right on the line,TEA,Teacher,line,NA,NA
691353,it's going down the line,FCH,Child,line,order,go down
691368,it's going down the line exactly,TEA,Teacher,line,order,go down
692923,now when you're finished with your paper towels hang the right on the line,TEA,Teacher,line,NA,NA
693083,hang it up on the line,TEA,Teacher,line,NA,NA
693210,hang it on the line behind you,TEA,Teacher,line,NA,NA
693498,and let's get all these on the line to dry,TEA,Teacher,line,NA,NA
694854,Saskia on the line okay,TEA,Teacher,line,order,NA
695421,no we hafta cross on this line,MCH,Child,line,NA,NA
695436,we hafta cross on this line,MCH,Child,line,NA,NA
695477,xxx we hafta cross on this line,MCH,Child,line,NA,NA
695488,before we get on dis line,MCH,Child,line,NA,NA
696015,I'm staying on this country line,MCH,Child,line,NA,NA
696028,no this is our country line xxx,MCH,Child,line,NA,NA
702200,so look at this hole and line it up and you wanna put it on the other side,TEA,Teacher,line,NA,NA
707166,now put everything back on the clothes line put everything back on the hanger,TEA,Teacher,line,NA,NA
711847,you gotta keep them on you got you can't keep them on your line,TEA,Teacher,line,NA,NA
711966,Zoe everyone please listen this is why it's important that you keep all you hang ups on the line until the person comes to get it from you,TEA,Teacher,line,NA,NA
715396,and and yet there is a line where they're gonna hafta draw it why should it be kosher,MOT,Mother,line,geometry,NA
718613,wavy lines,TEA,Teacher,line,geometry,NA
719005,she made a circle first then she put a line,TEA,Teacher,line,geometry,put
719829,I that's the wavy lines,TEA,Teacher,line,geometry,be
720259,that's the wavy lines,TEA,Teacher,line,geometry,be
720490,wavy lines,TEA,Teacher,line,geometry,be
720730,you already have the wavy lines,TEA,Teacher,line,geometry,have
720915,keep the wavy lines,TEA,Teacher,line,geometry,keep
720967,I want keep the wavy lines,FCH,Child,line,geometry,keep
721521,for the wavy lines,TEA,Teacher,line,geometry,NA
721580,take your wavy lines,TEA,Teacher,line,geometry,take
726600,and I know where the wavy line is,MCH,Child,line,geometry,NA
739282,she taught them to walk in a line to come when they were called and to keep a safe distance from bikes and scooters and other things with wheels,MOT,Mother,line,order,walk in
739342,before you could wink an eyelash Jack kack lack mack nack wack pack and quack fell into line just as they had been taught,MOT,Mother,line,order,fall in
739689,meanwhile Missus Mallard had reached the corner book shop and turned into Charles street with Jack kack lack mack nack wack pack and quack all marching in line behind her,MOT,Mother,line,order,march in
761446,xxx hafta make the little lines coming out,MOT,Mother,line,geometry,make
770322,when you go up on line right,FAD,Adult,line,NA,NA
770369,and to walk only one step at a time so they won't fall and for a straight line,FAD,Adult,line,NA,NA
773448,it is just a line on the sidewalk,FAT,Father,line,geometry,be
781260,yeah casue he's a line drive thrower,FAT,Father,line,NA,NA
786258,oh their line is busy,FAT,Father,line,order,NA
794865,sposta be in a line,ADU,Adult,line,order,be in
806437,here's the white line,RAC,Friend,line,geometry,be
806604,let's get two yellows for the yellow line,RAC,Friend,line,NA,NA
806769,let's start a green line of pieces,MOT,Mother,line,order,start
853021,put them all in a line right there,MOT,Mother,line,order,put in
868137,who was on the other end of the line,MOT,Mother,line,NA,NA
869800,yeah and they're gonna do what in line,MOT,Mother,line,NA,NA
871560,yeah and why are they standing in line,MOT,Mother,line,order,stand in
871577,why do you hafta stand in line in school,MOT,Mother,line,order,stand in
871605,what are they waiting for in line,MOT,Mother,line,order,wait in
912368,you broke that line,FAT,Father,line,order,break
914014,there's going to be two lines and two round eyes,MOT,Mother,line,geometry,be
920672,those are really nice lines,EDN,Adult,line,geometry,be
927901,lines,FAT,Father,line,geometry,NA
930780,the little lines are under there,MOT,Mother,line,geometry,NA
930802,the little lines are under there,MOT,Mother,line,geometry,NA
933432,let's find the dotted lines,MOT,Mother,line,geometry,find
951935,okay you make the line,FAT,Father,line,order,make
952183,I'll watch you make a line okay,FAT,Father,line,order,make
952229,how long is the line going to be,FAT,Father,line,order,NA
952521,that's really going to be a long line,FAT,Father,line,order,be
952549,what are you going to do with that line,FAT,Father,line,order,do with
962607,but their line was busy,MOT,Mother,line,NA,NA
970011,there was long long lines of people,MOT,Mother,line,order,be
975190,I pushed all the levers on one line,FAT,Father,line,NA,NA
976071,and on the rest I just went right down the line,FAT,Father,line,order,go down
981275,we were in line waiting the other man came out and he said,MOT,Mother,line,order,be in
981432,we waited in line near that woman with green,MOT,Mother,line,order,wait in
982226,you know how when Mommy takes the music books and you want to know what all those black circles and lines are,MOT,Mother,line,geometry,NA
982310,but since she's met the two kids she's really pushing musical education and she started giving me this line last night that I should bring them that it's marvelous for children to see other children performing then and when she'll be able to go to a concert xxx,MOT,Mother,line,NA,NA
986093,and we'll line em up on the shelf,FAT,Father,line,NA,NA
991621,you mean they're in line ahead of me,FAT,Father,line,order,be in
1016928,you hafta line it up,MOT,Mother,line,NA,NA
1016954,why don't I line it up and you push it,MOT,Mother,line,NA,NA
1038563,see how these lines are making a picture,MOT,Mother,line,geometry,NA
1067179,I saw many lines,FAT,Father,line,NA,NA
1081409,what happened to the fishing rod when we got him on the line,MOT,Mother,line,order,get on
1083681,he's not buying that line,MOT,Mother,line,NA,NA
1103611,no you got to get in line,SIS,Sister,line,order,get in
1108352,so the person is the first in line,INV,Investigator,line,order,NA
1119978,what do you think it should think it would line up,MOT,Mother,line,NA,NA
1124956,did people oh there was a lot of people in line and your legs got tired of standing up,MOT,Mother,line,order,be in
1129205,turn them the right way and see where he lines up,MOT,Mother,line,NA,NA
1130124,and now connect these two lines,MOT,Mother,line,geometry,connect
1130133,draw a line all the way across to that one,MOT,Mother,line,geometry,draw
1136979,few more lines,MOT,Mother,line,geometry,NA
1140138,it was the earliest elephant and so to speak gave birth to the mightiest line of mammals that ever roamed the earth,MOT,Mother,line,order,give birth to
1143226,but the balloon flew over the school wall and got in line behind the children,MOT,Mother,line,order,get in
1144422,everywhere balloons could be seen flying up into the air and forming a line how high into the sky,MOT,Mother,line,order,form
1145319,he drew a line down the middle with his hoe,MOT,Mother,line,geometry,draw
1149560,well I started started into to sugar and by now I was so frightened that I'll tell you but I hate to I screamed and rolled away and lost my hook and my line and my bait too,MOT,Mother,line,NA,NA
1166496,yeah I needed I needed a dollar I need a dollar fifty for the m b t a orange line subways,FAT,Father,line,NA,NA
1170622,where you fooling around and she wanted you to take take you out of line,MOT,Mother,line,order,take out
1171846,did they make a lot more lines in the in the um sand,MOT,Mother,line,geometry,make
1174919,has a line and you break it,MOT,Mother,line,NA,NA
1181527,mom do you have like paper with these lines in it,COU,Relative,line,geometry,NA
1193188,they hafta get quiet before they line up right,MOT,Mother,line,NA,NA
1208600,see and then we put this in the middle for the little line in the middle,MOT,Mother,line,geometry,NA
1391022,those little lines right there,MOT,Mother,line,geometry,NA
1415082,look at the lines,MOT,Mother,line,geometry,look at
1416751,maybe lines,MOT,Mother,line,geometry,NA
1446142,there's not a line or anything,MOT,Mother,line,geometry,be
1493442,it does look like there's lines on that pumpkin,MOT,Mother,line,geometry,be on
1507178,the pant line,MOT,Mother,line,NA,NA
1529242,I see a line up there,MOT,Mother,line,NA,NA
1543028,I think you know how when you look at um a person they have a line where their ribs are,MOT,Mother,line,geometry,have
1543062,do you have a line where your ribs are,MOT,Mother,line,geometry,have
1543090,ah some men have a line where their ribs are,MOT,Mother,line,geometry,have
1577539,line it up nice,MOT,Mother,line,NA,NA
1598869,okay wait let's get over here at the starting line over here,LOI,Investigator,line,geometry,get at
1600103,okay come back to the starting line,LOI,Investigator,line,geometry,come back at
1603765,that's a straight line,PAT,Investigator,line,geometry,be
1603831,where's your um fuel line,MOT,Mother,line,NA,NA
1608232,it's a line,LYN,Investigator,line,geometry,be
1609723,yes some lines,LYN,Investigator,line,NA,NA
1620300,and oh here comes the punch line,FAT,Father,line,NA,NA
1622750,we're at the starting line,FAT,Father,line,geometry,be
1623167,oh did you make some lines over there too,PAT,Investigator,line,NA,NA
1623255,this is a line,PAT,Investigator,line,NA,NA
1627282,no I'll check but I set it up so_that we could have a good clear line of sight,FAT,Father,line,NA,NA
1638247,the line the,MOT,Mother,line,NA,NA
1639247,wanna put the baby cow in a in a line,PAT,Investigator,line,order,put in
1642143,golden line,MOT,Mother,line,NA,NA
1656617,because the lines aren't st well,PAT,Investigator,line,NA,NA
1668896,what happened to your other xxx line for the gas gas pump,MOT,Mother,line,NA,NA
1671885,a line of people were waiting to get into the puppet show,MOT,Mother,line,order,NA
1681725,come line them up in here,MOT,Mother,line,NA,NA
1684382,everything that hooks together or in a line is a choo_choo,MOT,Mother,line,order,hook in
1693251,he couldn't draw look at them see them all drawing here's his line,MOT,Mother,line,geometry,be
1694725,let's count that line and that line one two three four five six seven,MOT,Mother,line,order,count
1695538,drive this car on the line then around,SIB,Sibling,line,order,drive
1700123,you hafta put the line there uhhum,MOT,Mother,line,geometry,put
1721425,two lines,LYN,Investigator,line,NA,NA
1722878,line them all up,MOT,Mother,line,NA,NA
1723187,where is the line at on this one,MOT,Mother,line,NA,NA
1723816,line up those ponies,MOT,Mother,line,NA,NA
1723849,line them up,SIB,Sibling,line,NA,NA
1730691,look you have them in a straight line,MOT,Mother,line,order,have in
1743001,hang the line up,MOT,Mother,line,NA,NA
1748773,a line,MOT,Mother,line,NA,NA
1749729,some twine for clothes line,MOT,Mother,line,NA,NA
1753953,you do have three lines don't you,MOT,Mother,line,NA,NA
1755239,why don't you find the d that's on this line,MOT,Mother,line,NA,NA
1758161,look on the top line,MOT,Mother,line,NA,NA
1758659,they're going to fall off the line,URS,Investigator,line,order,fall off
1758708,isn't that a shirt that's hanging on the line,URS,Investigator,line,NA,NA
1759178,it's not hanging on the line,MOT,Mother,line,NA,NA
1761039,look on the second line,MOT,Mother,line,NA,NA
1761062,if you can't find it on the first line then look on the second line,MOT,Mother,line,NA,NA
1768459,now all the shiny cars in a line,MOT,Mother,line,order,NA
1770187,it doesn't fall off when you go in a straight line,MOT,Mother,line,geometry,go in
1777388,it says fold on dotted line,MOT,Mother,line,geometry,fold on
1777457,these are lines here,MOT,Mother,line,geometry,be
1777472,see that's not a straight line,MOT,Mother,line,geometry,be
1779012,you think you'll keep it for your next road line,MOT,Mother,line,NA,NA
1782820,see those dotted lines,MOT,Mother,line,geometry,see
1786834,what did we do on these dotted lines,MOT,Mother,line,geometry,do on
1786945,you fold on the dotted lines,MOT,Mother,line,geometry,fold on
1786963,do you see any lines there,MOT,Mother,line,NA,NA
1787897,the yyy line,MOT,Mother,line,NA,NA
1796551,I'll hold this while you draw a straight line,MOT,Mother,line,geometry,draw
1797338,Adam do you wanna hang up the clothes line,URS,Investigator,line,NA,NA
1797845,your line is slipping down,MOT,Mother,line,NA,NA
1802762,maybe you could hang it on the line,URS,Investigator,line,NA,NA
1805154,well it's got a line this way too,URS,Investigator,line,NA,NA
1805732,and then it has three lines,URS,Investigator,line,NA,NA
1815916,and you could cut on the line,URS,Investigator,line,NA,NA
1835667,out on the line,FAT,Father,line,NA,NA
1841730,big line,MOT,Mother,line,NA,NA
1847677,one line here,GLO,Investigator,line,NA,NA
1847691,one line here,GLO,Investigator,line,NA,NA
1850263,yeah well its got this one's got a line going across it,MOT,Mother,line,NA,NA
1850287,what's the one that has a line going across,MOT,Mother,line,NA,NA
1850503,see it has one line going across and one line down,MOT,Mother,line,NA,NA
1850840,that one has a line going across,MOT,Mother,line,NA,NA
1850852,see this one has no line,MOT,Mother,line,NA,NA
1851602,remember that has a line going across,MOT,Mother,line,NA,NA
1851635,where's the where's the a with the line going across,MOT,Mother,line,NA,NA
1854212,but she's getting all so she knows the lines when ya saying it you know,MOT,Mother,line,NA,NA
1854378,this one has two lines going all the way to the floor,MOT,Mother,line,NA,NA
1862448,a line,MOT,Mother,line,NA,NA
1864320,you're sposta stay inside the lines you know,MOT,Mother,line,geometry,stay inside
1864385,yeah stay inside the lines see the lines,MOT,Mother,line,geometry,stay inside
1865628,stay inside the lines,MOT,Mother,line,geometry,stay inside
1865666,stay inside the lines huh,MOT,Mother,line,geometry,stay inside
1865793,easy now inside the lines,MOT,Mother,line,geometry,NA
1865865,but don't go outside the lines don't go up here,MOT,Mother,line,geometry,go outside
1866299,stay inside the lines,MOT,Mother,line,geometry,stay inside
1866782,well remember you're sposta inside line,MOT,Mother,line,geometry,stay inside
1867271,you can't stay within the lines,FAT,Father,line,geometry,stay inside
1867790,don't go outside the lines,MOT,Mother,line,geometry,go outside
1867814,is this a big problem not xxx to stay inside the lines,MEL,Investigator,line,geometry,stay inside
1868175,no go right along the line,MOT,Mother,line,NA,NA
1869035,that you went outside the lines all over the place huh,MOT,Mother,line,geometry,go outside
1873736,first you make a line,MOT,Mother,line,NA,NA
1873759,a straight line,MOT,Mother,line,NA,NA
1874591,make a straight line see,MOT,Mother,line,NA,NA
1874946,put em in a line Ann_Marie,MOT,Mother,line,order,put in
1874972,two lines and an e has three lines,MOT,Mother,line,NA,NA
1877807,but it doesn't make a line in the air does it,GAI,Investigator,line,geometry,make
1881504,yeah but you want a straight line down,MOT,Mother,line,geometry,want
1881528,yeah now make a line up to the sky over here in the middle,MOT,Mother,line,geometry,make
1881617,Sarah you start over here on the line,MOT,Mother,line,geometry,start on
1881964,you make an o and put a line on it,MOT,Mother,line,geometry,put in
1882242,put a line down so,MOT,Mother,line,NA,NA
1882459,that's how you can tell a tiger because he's got black lines,MOT,Mother,line,geometry,have
1883270,it's just one line,MEL,Investigator,line,NA,NA
1883281,make a line,MEL,Investigator,line,NA,NA
1883438,right without the extra lines,GAI,Investigator,line,NA,NA
1883786,it has both lines,MEL,Investigator,line,NA,NA
1885369,why don't you stay between the lines,MOT,Mother,line,NA,NA
1887941,better be careful or you're going in the line,MEL,Investigator,line,geometry,go in
1890220,oh just the line,MOT,Mother,line,NA,NA
1892173,xxx out here so you can put your x on the line,MOT,Mother,line,NA,NA
1894631,you hafta make that same line but you hafta make it right close to the edge here,GAI,Investigator,line,geometry,make
1895466,you make a line like this,ANN,Adult,line,geometry,make
1895667,two lines,MOT,Mother,line,geometry,NA
1896107,you're getting very good at staying inside the lines,MEL,Investigator,line,geometry,stay inside
1897230,that's the line that you made,GAI,Investigator,line,geometry,NA
1897705,between the lines,GAI,Investigator,line,geometry,NA
1897717,because you hafta keep going in a straight line,MEL,Investigator,line,geometry,go in
1897732,see the straight line's on that side and the straight line hasta go on this side,MOT,Mother,line,geometry,see
1903269,they had teachers but you hadta sort of ya know keep them in line,MOT,Mother,line,order,keep in
1903916,do heads have lines like that,MEL,Investigator,line,geometry,have
1910806,sure it's a straight line,GAI,Investigator,line,geometry,be
1910849,oh if we turn the paper like this it's a straight line,GAI,Investigator,line,geometry,be
2031306,just the line you know,MOT,Mother,line,NA,NA
2034304,that's fishing line,MOT,Mother,line,NA,NA
2038488,she cut in line,INV,Investigator,line,NA,NA
2039659,look they're in a nice line,INV,Investigator,line,order,be in
2039686,to the back of the line,INV,Investigator,line,order,NA
2039797,he's got to go to the end of the line,INV,Investigator,line,order,go to the end of
2039806,whoop he's got to go to the end of the line now right,INV,Investigator,line,order,get to the end of
2040246,whoa you're making a big line huh,INV,Investigator,line,order,make
2042528,line up,INV,Investigator,line,NA,NA
2042947,line up behind me,INV,Investigator,line,NA,NA
2042953,line up,INV,Investigator,line,NA,NA
2045531,and he's at the forty seven yard line,FAT,Father,line,geometry,be at
2068645,and don't this is not the fishing line,FAT,Father,line,NA,NA
2068656,there's no fish at the end of the line,FAT,Father,line,NA,NA
2078008,step over the line,MOT,Mother,line,geometry,step over
2081568,that's the line that you use to pull the choo_choo with,MOT,Mother,line,NA,NA
2081620,you gonna put the line through there,MOT,Mother,line,NA,NA
2082603,line em right up there,MOT,Mother,line,NA,NA
2084771,line em up like this David,FAT,Father,line,NA,NA
2084788,line em up like that,FAT,Father,line,NA,NA
2084810,can you line em up like that,FAT,Father,line,NA,NA
2091486,looks like they're waiting in line,MOT,Mother,line,order,wait in
2094940,all the numbers stood in line to say hello to number nine,MOT,Mother,line,order,stand in
2097645,and they all get in a line and climb into the ark because Squawky says,MOT,Mother,line,order,get in
2098095,all line up and climb back into the ark and Squawky says,MOT,Mother,line,NA,NA
2101686,you gonna line them all up on there,FAT,Father,line,NA,NA
2104303,let's draw a line all the way around all the letters and the airplane and the french fries and the McDonald's burger and the coke,FAT,Father,line,geometry,draw
2106471,see them in a line,MOT,Mother,line,order,see in
2131445,it's called serving when she hits it behind the line,MOT,Mother,line,NA,NA
2141115,on a line,MOT,Mother,line,NA,NA
2141170,I put them all on the line,MOT,Mother,line,order,put on
2153657,line of Judah on the throne I shout your name,MOT,Mother,line,NA,NA
2164623,he is always first in line for a passenger,MOT,Mother,line,order,be in
2210908,sing your line,MOT,Mother,line,NA,NA
2217047,he casts his line in the water and hopes to catch,MOT,Mother,line,NA,NA
2245323,Mister Jeremy uses a lily+pad for a boat he casts his line in the water and hopes to catch minnows,MOT,Mother,line,NA,NA
2273322,but there could be lines of people,SIS,Sister,line,order,be
2304227,here's the paper with no lines on,MOT,Mother,line,geometry,NA
2350675,we're in line to get to one,MOT,Mother,line,order,be in
2407217,ten little indians standing in a line,MOT,Mother,line,order,stand in
2410062,Nomi you're cutting so well along these lines now,FAT,Father,line,geometry,cut along
2413315,it's paper and line drawn on the paper,MOT,Mother,line,geometry,be
2413862,tell Jennifer that she's drawing a nice line,MOT,Mother,line,geometry,draw
2464810,you really don't have a line in your face,MOT,Mother,line,geometry,have
2467549,you don't wanna be in line,CAR,Investigator,line,order,be in
2467619,what line,CAR,Investigator,line,NA,NA
2467843,line them up line up the apples,CAR,Investigator,line,NA,NA
