id,gloss,speaker_code,speaker_role,ambiguous_word,ambiguous_meaning,ambiguous_verb_final_noun
687278,so just leave those two buttons on,EXP,Investigator,button,NA,NA
691596,belly button is up,MCH,Child,button,NA,NA
691629,belly button,FCH,Child,button,NA,NA
691926,love to play with the buttons on your tv don't you,FAT,Father,button,tech,play with
691941,there is the buttons on your box,FAT,Father,button,tech,be
692994,you want push the buttons on it,FAT,Father,button,tech,push
693036,yes it has buttons,FAT,Father,button,NA,NA
693068,show me where are your chichi buttons,FAT,Father,button,NA,NA
693085,where is your chichi buttons,FAT,Father,button,NA,NA
693151,where is your belly button,FAT,Father,button,NA,NA
693167,where is your belly button,FAT,Father,button,NA,NA
698647,so you took off the buttons,EXP,Investigator,button,NA,NA
698998,okay just don't press the button in just turn don't no no don't press it,EXP,Investigator,button,tech,press
701766,am gonna get your chichi buttons,FAT,Father,button,NA,NA
708575,press press the button so they can get out,MCH,Child,button,NA,NA
709773,ah haha get his belly button,MCH,Child,button,NA,NA
709911,I didn't I didn't get your belly button so don't hurt me with that,MCH,Child,button,NA,NA
709933,belly button,MCH,Child,button,NA,NA
711004,everybody start getting Robbie's belly button,MCH,Child,button,NA,NA
711077,ahhah everybody get Robbie's belly button everybody build a tunnel,MCH,Child,button,NA,NA
711372,everybody get Robbie's belly button,MCH,Child,button,NA,NA
711772,hey everybody get Robbie's belly button,MCH,Child,button,NA,NA
718552,hi belly button,MCH,Child,button,NA,NA
721075,mister quickie's belly button,MCH,Child,button,NA,NA
721725,push that button,FAT,Father,button,tech,push
721855,push the button,FAT,Father,button,tech,push
734145,I'll do this button up for you,EXP,Investigator,button,NA,NA
735708,will you let me button that please Tony,MOT,Mother,button,NA,NA
736576,when he press the button that means the clock stop and you know the time you took from here to there,FAT,Father,button,tech,press
742433,don't push these buttons,FAT,Father,button,NA,NA
743742,let me do up your button,EXP,Investigator,button,NA,NA
744305,no-no no-no I do not want you to handle those buttons,FAT,Father,button,NA,NA
744392,I do not want you to handle those buttons,FAT,Father,button,NA,NA
754225,and his belly button,FAT,Father,button,NA,NA
755385,you sure do push those buttons well,FAT,Father,button,tech,push
756328,now and you press this button over here,FAT,Father,button,NA,NA
760252,pink buttons,MOT,Mother,button,NA,NA
760267,my buttons are gray,MOT,Mother,button,NA,NA
760328,pink buttons,MOT,Mother,button,NA,NA
764373,gonna dry his belly button,FAT,Father,button,NA,NA
764393,dry belly button,FAT,Father,button,NA,NA
767197,the other button is to talk and here this one is to press to open the door,MOT,Mother,button,tech,NA
768451,xxx these buttons on,MCH,Child,button,NA,NA
770674,don't push the buttons,FAT,Father,button,NA,NA
772067,xxx touching the other buttons xxx,FAT,Father,button,tech,touch
772129,just quit pushing the buttons,FAT,Father,button,NA,NA
772230,and you say push a buttons,FAT,Father,button,NA,NA
781715,don't push the buttons,FAT,Father,button,tech,push
781723,don't push the buttons,FAT,Father,button,tech,push
782962,find the play button,FAT,Father,button,tech,find
782969,find the play button,FAT,Father,button,tech,find
783717,that is the play button right there,FAT,Father,button,tech,be
783793,push that play button,FAT,Father,button,tech,push
783908,you got you found the play button,FAT,Father,button,tech,find
784197,do you hear it winding when you push that button,FAT,Father,button,tech,push
784289,that is the play button,FAT,Father,button,tech,be
784315,that is the play button right there,FAT,Father,button,tech,be
784355,that is the play button,FAT,Father,button,tech,be
784510,you want me to help you push the button,FAT,Father,button,tech,push
784572,here is the play button,FAT,Father,button,tech,be
784641,that is the play button,FAT,Father,button,tech,be
784708,play button,FAT,Father,button,tech,NA
784722,push the play button,FAT,Father,button,tech,push
784878,you just lean on those rewind buttons so you get it all the way to the end,FAT,Father,button,NA,NA
785033,that is the play button,FAT,Father,button,tech,be
786074,now don't push the buttons,FAT,Father,button,NA,NA
786497,wonder which button you're pushing there,FAT,Father,button,tech,NA
800023,where's that button,ADU,Adult,button,NA,NA
805323,can I help you button,MOT,Mother,button,NA,NA
810305,shall we make some buttons,MOT,Mother,button,NA,NA
810338,what color buttons shall we make,MOT,Mother,button,NA,NA
810387,red buttons,MOT,Mother,button,NA,NA
810450,where are you putting the button,MOT,Mother,button,NA,NA
810485,where did you put the button,MOT,Mother,button,NA,NA
810654,you want another button on him,MOT,Mother,button,NA,NA
810688,where do you want the other button,MOT,Mother,button,NA,NA
811882,you make the buttons for the jacket,MOT,Mother,button,clothing,make
811941,see if he has buttons on him,MOT,Mother,button,NA,NA
812882,there's lots_of little buttons,MOT,Mother,button,NA,NA
813194,uh I wanna kiss your belly button,MOT,Mother,button,NA,NA
813235,can I kiss your belly button,MOT,Mother,button,NA,NA
821622,oh just push the button to call the operator,MOT,Mother,button,tech,push
821967,can you push the buttons,MOT,Mother,button,NA,NA
821986,you push the buttons,MOT,Mother,button,NA,NA
822012,they're many buttons,MOT,Mother,button,NA,NA
822029,are you pushing the buttons,MOT,Mother,button,NA,NA
822109,is it hard that button,MOT,Mother,button,tech,NA
822123,oh what happens when you push that button,MOT,Mother,button,tech,push
822149,does the lady pop up when you push that button,MOT,Mother,button,tech,push
822416,you hafta push the button,MOT,Mother,button,tech,push
822428,the button,MOT,Mother,button,NA,NA
824105,are you pushing a button,MOT,Mother,button,NA,NA
834107,uhoh you're going to tear the button,MOT,Mother,button,NA,NA
836899,he's going to bite your belly button,MOT,Mother,button,NA,NA
844945,those are buttons,MOT,Mother,button,NA,NA
844981,do you know how to button,MOT,Mother,button,NA,NA
845183,here can you button and unbutton the buttons of this shirt,MOT,Mother,button,clothing,button
845242,can you button this up,MOT,Mother,button,NA,NA
845305,can you button,MOT,Mother,button,NA,NA
845420,that's a tree with buttons on it,MOT,Mother,button,clothing,NA
847889,shall I button it for you,MOT,Mother,button,NA,NA
847977,I can't button it,MOT,Mother,button,NA,NA
852552,do you know how to button,MOT,Mother,button,NA,NA
852587,these are awfully small buttons aren't they,MOT,Mother,button,NA,NA
860383,oh they're silver buttons on it,MOT,Mother,button,NA,NA
865098,what do you do with the button,MOT,Mother,button,NA,NA
869663,do you see a button,MOT,Mother,button,clothing,see
869721,it's a big button or a little button,MOT,Mother,button,clothing,be
880071,you can push that button,MOT,Mother,button,tech,push
880171,okay push the button,MOT,Mother,button,NA,NA
881227,push the button,MOT,Mother,button,tech,push
881235,look there's a button,MOT,Mother,button,tech,be
881257,pushing the buttons,MOT,Mother,button,tech,push
881435,push the button,MOT,Mother,button,tech,push
881444,can you mash the button right there,MOT,Mother,button,tech,mash
881509,what color is that button it's a red button,MOT,Mother,button,NA,NA
881521,it's a red button,MOT,Mother,button,NA,NA
882236,hit the xxx button and make it go,MOT,Mother,button,tech,hit
889736,the buttons,MOT,Mother,button,NA,NA
889745,can you push the buttons,MOT,Mother,button,NA,NA
889790,push the buttons,MOT,Mother,button,NA,NA
894374,push the button,MOT,Mother,button,NA,NA
894905,some buttons to press,MOT,Mother,button,NA,NA
895625,buttons on the back,MOT,Mother,button,NA,NA
899333,are you saying button,MOT,Mother,button,NA,NA
899340,yes that has a button,MOT,Mother,button,NA,NA
899368,this has a button,MOT,Mother,button,NA,NA
899380,can you find a button,MOT,Mother,button,tech,find
899386,where's the button,MOT,Mother,button,tech,NA
899417,push the button,MOT,Mother,button,tech,push
899427,you push the button,MOT,Mother,button,NA,NA
904862,push the button,MOT,Mother,button,NA,NA
904899,Chi you wanna help me push the button,MOT,Mother,button,NA,NA
904968,can you push the button,MOT,Mother,button,NA,NA
905416,push the button,MOT,Mother,button,NA,NA
905446,Chi you wanna help me push the button,MOT,Mother,button,NA,NA
905504,can you push the button,MOT,Mother,button,tech,push
906552,let me see if there's some buttons in here that I can use,MOT,Mother,button,clothing,be
906596,here's some buttons,MOT,Mother,button,clothing,be
906664,here's some buttons,MOT,Mother,button,clothing,be
906689,uhhuh so you like these buttons,MOT,Mother,button,NA,NA
910265,that's a button Abe,MOT,Mother,button,NA,NA
910332,it's just a button Abe,MOT,Mother,button,NA,NA
913756,I'm gonna poop all over your belly button,FAT,Father,button,NA,NA
946912,a button,FAT,Father,button,NA,NA
970200,and you push a a lever like a little button on the side,MOT,Mother,button,tech,NA
971743,one button this button,MOT,Mother,button,NA,NA
971783,then if you push this button again this button then the tape recorder can go back real fast,MOT,Mother,button,tech,push
971854,and this one makes it go back real fast and then when you press this button then it makes it play,MOT,Mother,button,tech,press
972704,and he wh pushed a button,MOT,Mother,button,NA,NA
972743,who pushed a button,MOT,Mother,button,NA,NA
972880,press this button,MOT,Mother,button,NA,NA
972885,you can push a button and hear what you say,FAT,Father,button,tech,push
973027,press this square button,MOT,Mother,button,tech,press
973082,press this square button,MOT,Mother,button,tech,press
983598,you press this button here,FAT,Father,button,tech,press
984708,press the button,FAT,Father,button,tech,press
984757,now press the buttons,FAT,Father,button,tech,press
987960,push that button,INV,Investigator,button,tech,push
992399,first you hafta press the button,FAT,Father,button,NA,NA
992506,press the button,FAT,Father,button,NA,NA
992538,let's press the button okay,FAT,Father,button,NA,NA
992562,okay let's press this button,FAT,Father,button,NA,NA
992693,press this button first,FAT,Father,button,NA,NA
992776,now we press this button here okay,FAT,Father,button,NA,NA
993433,I think you press this button ah there's all the money,FAT,Father,button,tech,press
993546,you press the button,FAT,Father,button,NA,NA
993565,you don't wanna press the button,FAT,Father,button,NA,NA
994621,well how about the buttons,FAT,Father,button,NA,NA
994698,is there a number two button,FAT,Father,button,tech,NA
994723,where's the button that says,FAT,Father,button,NA,NA
994803,push the five button,FAT,Father,button,tech,push
994944,you just push each button and then the next one,FAT,Father,button,tech,push
1000387,there's the button,FAT,Father,button,NA,NA
1001215,okay can you push the buttons with the cash register,FAT,Father,button,tech,push
1008854,okay if you press this button in the drawer opens,MOT,Mother,button,tech,press
1008857,just press the button in there you go,MOT,Mother,button,tech,press
1008983,try the other buttons,MOT,Mother,button,tech,try
1014356,it pops open again when you push the button,MOT,Mother,button,tech,push
1015436,well push another button and that'll probably come up,MOT,Mother,button,tech,push
1015578,they'll come up when you push the next button dear,MOT,Mother,button,tech,push
1015787,well that will go up when you press the next button Edward,MOT,Mother,button,tech,press
1016048,alright now push the little button,MOT,Mother,button,tech,push
1020878,there's a button that opens up the drawer,MOT,Mother,button,tech,be
1022441,if I give you a dollar which button should you push,MOT,Mother,button,tech,push
1023280,see what button you could press,MOT,Mother,button,tech,press
1026787,well I think there's a clear button there someplace,MOT,Mother,button,NA,NA
1034440,do you want me to do the buttons,MOT,Mother,button,NA,NA
1034638,do you know ho which button to push to put the money back in,MOT,Mother,button,tech,NA
1034693,it's not really a button,MOT,Mother,button,NA,NA
1056865,there's a menu so you can pick something you do like and if you want some juice or fruit between meals just push this nurse's call button,MOT,Mother,button,tech,push
1056889,Grover pushed the button,MOT,Mother,button,NA,NA
1056906,sure came fast when Grover pushed that button,MOT,Mother,button,tech,push
1059471,he had button eyes a carrot nose and a derby hat,MOT,Mother,button,NA,NA
1062035,I can button my buttons,MOT,Mother,button,clothing,button
1062047,you know how to button your buttons,MOT,Mother,button,clothing,button
1072010,oh I thought he had a flea on him that must be his belly button,MOT,Mother,button,NA,NA
1072026,that's his belly button,MOT,Mother,button,NA,NA
1072556,alright I can button my buttons,MOT,Mother,button,NA,NA
1072734,in the beginning you didn't think he had a whole bunch of buttons,MOT,Mother,button,NA,NA
1074124,don't mess with the buttons honey,MOT,Mother,button,NA,NA
1074950,where did you get the button on your jacket,MOT,Mother,button,clothing,get on
1079156,the buttons you push got buttons on got keys on it like a computer has,AUN,Relative,button,tech,NA
1093876,I don't see any buttons on the table,MOT,Mother,button,NA,NA
1106812,try to eat my belly button,JAK,Child,button,NA,NA
1115102,no you hafta call me I don't dial the button,MOT,Mother,button,tech,dial
1115110,I don't push the buttons,MOT,Mother,button,tech,push
1136898,okay button Button's Birthday,MOT,Mother,button,NA,NA
1140340,he could even zip zippers and button buttons,MOT,Mother,button,clothing,button
1140949,after losing them he ran on four legs and went faster so he thought he might have gotten away all together if he had not unfortunately run into a gooseberry net and got caught by a large button on his jacket,MOT,Mother,button,clothing,get caught by
1140975,it was a blue jacket with brass buttons quite new,MOT,Mother,button,NA,NA
1143060,push the button keep holding it,MOT,Mother,button,NA,NA
1147179,testing oh it's just the one button,INV1,Investigator,button,NA,NA
1148652,nice move said Tim he's got spring in his feet exclaimed Raggedy Andy his button eyes shining excitedly the other dolls cheered,MOT,Mother,button,NA,NA
1148673,this is playtime for buttons,MOT,Mother,button,NA,NA
1148681,why is he called buttons,MOT,Mother,button,NA,NA
1148695,a button on his eye yup,MOT,Mother,button,NA,NA
1152665,what did he do when he pressed the button,MOT,Mother,button,tech,press
1168287,but don't touch the buttons okay,MOT,Mother,button,NA,NA
1170642,they're for buttons,MOT,Mother,button,NA,NA
1179615,Mommy can I go turn on the television button now,BRO,Brother,button,tech,turn on
1203488,push the button keep holding it,MOT,Mother,button,tech,push
