id,gloss,speaker_code,speaker_role,ambiguous_word,ambiguous_meaning,ambiguous_verb_final_noun
2317802,people put nail polish on their toes,MOT,Mother,nail,body part,NA
2317909,men don't use nail polish,MOT,Mother,nail,body part,NA
2318411,but we can polish your nails,MOT,Mother,nail,body part,polish
2318422,I don't usually wear nail polish,MOT,Mother,nail,body part,NA
2318467,but I'll be happy to polish your nails,MOT,Mother,nail,body part,polish
2320628,are you gonna put your nail polish away so it doesn't get lost,MOT,Mother,nail,body part,NA
2331779,may I have the nail please,MOT,Mother,nail,NA,NA
2352962,you needta have your nails cut my friend,MOT,Mother,nail,body part,have
2357815,careful there with those nails my buddy,MOT,Mother,nail,body part,NA
2357850,you've got some sharp sharp nails going on right now,MOT,Mother,nail,body part,have
2362046,you're oh look at him banging the nails Thomas he even knows what to do,MOT,Mother,nail,NA,NA
2363568,yes that's a nail,MOT,Mother,nail,NA,NA
2399886,don't step on the nails,MOT,Mother,nail,NA,NA
2400306,a nail,FAT,Father,nail,NA,NA
2415416,when you cut your nails yeah,MOT,Mother,nail,body part,cut
2425921,Eileen wears nail polish sometimes,MOT,Mother,nail,body part,NA
2431129,I got you with my nail on your mouth,MOT,Mother,nail,body part,NA
2439687,hammer nails with it,MOT,Mother,nail,object,hammer
2446958,what color are moms nails,MOT,Mother,nail,body part,NA
2459488,that's my real nail don't,CAR,Investigator,nail,body part,be
2459553,you have dirt in your nails though,CAR,Investigator,nail,body part,NA
2459588,look at your thumb nail,CAR,Investigator,nail,body part,look at
2462674,did you color your nails again,FAT,Father,nail,body part,color
2480582,they look like nails,FAT,Father,nail,object,look like
2527027,Matthew I had asked you to not bite your nails,MOT,Mother,nail,body part,bite
2527214,nails you could nail him up sure,MOT,Mother,nail,object,NA
2527256,you totally have nails,MOT,Mother,nail,body part,have
2527518,I hafta you keep biting your nails,MOT,Mother,nail,body part,bite
2527579,if you keep biting your nails it's going on,MOT,Mother,nail,body part,bite
2527591,I know that nail is bothering you right now but we can't have you biting your nails so much,MOT,Mother,nail,body part,NA
2541447,nails,RYA,Investigator,nail,NA,NA
2541462,what are those nails for,RYA,Investigator,nail,body part,NA
2541485,nails,RYA,Investigator,nail,body part,NA
2549927,what do you do with the nails,FAT,Father,nail,object,do with
2574804,does your mommy do that to all of her nails,JEN,Investigator,nail,body part,do to
2577833,that's a nail,MOT,Mother,nail,NA,NA
2577848,nail,MOT,Mother,nail,NA,NA
2581931,put it on the nail,FAT,Father,nail,NA,NA
2655994,you can't have a nail,MOT,Mother,nail,NA,NA
2718384,I touched it with my nail Damian,MOT,Mother,nail,NA,NA
2737892,here let's put it in there and can you screw in the nail,MOT,Mother,nail,object,screw in
2767865,oh my goodness your nails are sharp,MOT,Mother,nail,body part,NA
2847945,a nail clipper and clip clip that nail honey because I think it's a little bit xxx,MOT,Mother,nail,body part,clip
2848669,you remember our our nail clipping rhyme,MOT,Mother,nail,body part,NA
2861962,all the nails came out that's right,MOT,Mother,nail,object,NA
7882456,hurt your nail,MOT,Mother,nail,body part,hurt
7882470,can I have a look at your nail,MOT,Mother,nail,body part,look at
7896685,your nails need cutting Mrs_Mop,MOT,Mother,nail,body part,NA
7920499,well we've all got nails on our fingers Aran but what you mean is that you've got a nail that wants cutting,MOT,Mother,nail,body part,have
7920730,that nail,MOT,Mother,nail,body part,NA
7920750,it's not it's only few days since I cut your finger nails,MOT,Mother,nail,body part,cut
7922961,I'll go upstairs and get some scissors and I'll cut your nail for you,MOT,Mother,nail,body part,cut
7937571,do you think that man next+door is knocking some nails in,MOT,Mother,nail,object,knock in
7953888,has the nail broken,MOT,Mother,nail,NA,NA
7955159,well if your finger nails are anything to go by it is dirty,MOT,Mother,nail,body part,NA
7958748,don't bite your nails,MOT,Mother,nail,body part,bite
7958770,you don't see me biting my nails,MOT,Mother,nail,body part,bite
7962712,broken my nail,MOT,Mother,nail,body part,break
7964047,you've got a nail on your finger have you,MOT,Mother,nail,body part,have
7966667,you usually let me cut all your finger nails don't you,MOT,Mother,nail,body part,cut
7967715,so you've got to get some horse shoes and you've got to nail them onto their feet,MOT,Mother,nail,object,NA
7967775,have you got the nails,MOT,Mother,nail,object,have
7972082,shall I cut that finger nail,MOT,Mother,nail,body part,cut
7972233,well I won't cut your nail off,MOT,Mother,nail,body part,cut
7981368,your finger nails need cutting don't they,MOT,Mother,nail,body part,NA
7982987,think you've got more nails than me actually Becky,MOT,Mother,nail,body part,have
7983719,I'm trying to use my thumb nails but they're both of them broken,MOT,Mother,nail,body part,use
7984526,want me to do your nails do you,MOT,Mother,nail,body part,do
7993121,I'm biting my nails now look,MOT,Mother,nail,body part,bite
8009263,he's going to put some nails in the in the table,MOT,Mother,nail,NA,NA
8071177,you've got more than one nail,MOT,Mother,nail,NA,NA
8093857,Mummy'll cut your nail later,MOT,Mother,nail,body part,cut
8122740,and your nails want seeing to does it,MOT,Mother,nail,body part,NA
8138909,your nails needs cutting,MOT,Mother,nail,body part,NA
8138950,your nails need cutting,MOT,Mother,nail,body part,NA
8138979,your nails need cutting,MOT,Mother,nail,body part,NA
8139003,does that mean I can cut your nails then,MOT,Mother,nail,body part,cut
8140711,your nail varnish,MOT,Mother,nail,body part,NA
8140767,where is your nail varnish,MOT,Mother,nail,body part,NA
8140849,where is the nail varnish,MOT,Mother,nail,body part,NA
8144569,might be like nail varnish,MOT,Mother,nail,body part,NA
8148330,I did your nails this morning didn't I,MOT,Mother,nail,body part,do
8158238,what've I got on my nails,MOT,Mother,nail,NA,NA
8177934,what the matter is is your nails need cutting but I got as far as two toes and you ran off,MOT,Mother,nail,body part,NA
8177965,you let me do your finger nails but you willn't let me do your toy nails will you,MOT,Mother,nail,body part,do
8214793,where are the nails,MOT,Mother,nail,NA,NA
8214822,John do you know where the nails are,MOT,Mother,nail,NA,NA
8216340,got no nails,MOT,Mother,nail,NA,NA
8218282,and this is a big big nail,MOT,Mother,nail,object,be
8218944,can you take the nail out with the pliers now,MOT,Mother,nail,object,take out
8218951,can you get the nail out with that,MOT,Mother,nail,object,get out
8219453,you bang the the nails in with a hammer,MOT,Mother,nail,object,bang
8219456,bang the nails in,MOT,Mother,nail,object,bang in
8231833,it's a tiny tiny bit of nail come off,MOT,Mother,nail,body part,NA
8231874,it's hardly worth getting the nail clippers down for that little amount,MOT,Mother,nail,body part,NA
8231932,nail clippers,MOT,Mother,nail,body part,NA
8233625,you fit your nails in,MOT,Mother,nail,body part,fit in
8233675,put your finger nails in again,MOT,Mother,nail,body part,put in
8250657,it's a very long nail you've got,MOT,Mother,nail,body part,be
8253688,do you need your nails cutting,MOT,Mother,nail,body part,NA
8253736,let me have a look at your finger nail please,MOT,Mother,nail,body part,look at
8254146,your toe nails need cutting again look,MOT,Mother,nail,body part,NA
8254563,have you got any long finger nails that I should cut,MOT,Mother,nail,body part,have
8254575,they're tiny finger nails aren't they John,MOT,Mother,nail,body part,have
8255842,oh nail clippers,MOT,Mother,nail,body part,NA
8256244,oh another nail for me to add to the collection,INV,Investigator,nail,NA,NA
8258830,your nails are quite short,MOT,Mother,nail,body part,NA
8260408,shall we draw some toe nails,MOT,Mother,nail,body part,draw
8260731,how about if you draw some finger nails at the top of the fingers,MOT,Mother,nail,body part,draw
8260752,like I've drawn toe nails can you draw finger nails,MOT,Mother,nail,body part,draw
8266693,Mummy's got a funny nail there,MOT,Mother,nail,body part,have
8266788,it made the nail go a funny shape,MOT,Mother,nail,body part,make
8289633,you broke the nail didn't you,MOT,Mother,nail,NA,NA
8305990,shall I put the nails on,MOT,Mother,nail,NA,NA
8321355,I didn't think you could get crayon on your nails,MOT,Mother,nail,body part,get on
8322800,Mummy get this bit of nail look that's hanging,MOT,Mother,nail,body part,get
8343489,paint your nails,MOT,Mother,nail,body part,paint
8349080,you've got a piece of nail hanging,MOT,Mother,nail,body part,have
8349091,you just take this nail off,MOT,Mother,nail,body part,take off
8399912,look at that nail,MOT,Mother,nail,NA,NA
8406299,your nail,MOT,Mother,nail,NA,NA
8406318,what's wrong with your nail,MOT,Mother,nail,NA,NA
8410087,that's your nails on that black+board,MOT,Mother,nail,body part,be
8410134,stop scraping your nails on the black+board,MOT,Mother,nail,body part,scape
8439314,and you've caught your nail haven't you,MOT,Mother,nail,NA,NA
8454333,have you got some up your finger nail,MOT,Mother,nail,body part,NA
8472655,is it your nails that you click,L,Adult,nail,body part,be
8483973,cutting your nails,MOT,Mother,nail,body part,cut
8503197,have you got some crayon down your finger nail,MOT,Mother,nail,body part,NA
8503249,is that what we do when Thomas's finger nails are long,MOT,Mother,nail,body part,NA
8508613,you can scrub your nails with the nail brush,MOT,Mother,nail,body part,scrub
8512997,because your nails are quite short,MOT,Mother,nail,body part,NA
8513017,do you remember having your nails cut,MOT,Mother,nail,body part,have
8513246,and we cut your nails on Sunday didn't we,MOT,Mother,nail,body part,cut
8524309,your nails are dirty because you were picking stones up outside weren't you,MOT,Mother,nail,body part,NA
8540446,poor Bertie hits a nail on the road and gets a flat tire,MOT,Mother,nail,object,hit
8540795,poor Bertie hits a nail on the road and gets a flat tire,MOT,Mother,nail,object,hit
8543311,Nin_Nin's going to paint her nails now while you're busy doing that,MOT,Mother,nail,body part,paint
8543413,Nin_Nin's just doing her nails with pink nail varnish,MOT,Mother,nail,body part,do
8549728,when Mummy has done this we've got to put another coat of varnish on her nails,MOT,Mother,nail,body part,NA
8555119,pipes and nails and screws and tubes,MOT,Mother,nail,object,NA
8555126,I shall put some nail varnish on,MOT,Mother,nail,body part,NA
8573562,like Mummy uses scissors when she's cutting your nails,MOT,Mother,nail,body part,cut
8581485,we really needta cut your nails,MOT,Mother,nail,body part,cut
8581591,the nails will be nice and soft wouldn't they,MOT,Mother,nail,body part,NA
8587055,I thought you liked watching your nails being cut,MOT,Mother,nail,body part,watch
8587538,that's why Mummy likes to cut your nails,MOT,Mother,nail,body part,cut
8591959,I think we'll hafta cut your nails later on Thomas,MOT,Mother,nail,body part,cut
8592033,you can cut your toe nails as well,MOT,Mother,nail,body part,cut
8603993,now I think it's time we cut your nails,MOT,Mother,nail,body part,cut
8608011,are you talking about cutting your nails,MOT,Mother,nail,body part,cut
8610932,because your nails are nice and soft then aren't they,MOT,Mother,nail,body part,be
8616899,got a piece of sharp nail there,MOT,Mother,nail,body part,have
8619901,that's a nail brush,MOT,Mother,nail,body part,NA
8622983,that's an empty pot of Sudacrem and in that we keep your hairbrush and your nail scissors and all sorts things like that,MOT,Mother,nail,body part,NA
8624256,that's a little nail brush that you had in your hand Thomas,MOT,Mother,nail,body part,NA
8642300,and do you remember I sat you on the table to cut your nails,MOT,Mother,nail,body part,cut
8645640,what color's the nail varnish,MOT,Mother,nail,body part,NA
8647679,oh now you've have cut your mouth on my finger nail haven't you,MOT,Mother,nail,body part,cut
8652355,and a hammer and a nail,MOT,Mother,nail,object,NA
8654081,we've got to cut your finger nails sometime Thomas haven't we,MOT,Mother,nail,body part,cut
8663286,your nails need cutting don't you they,MOT,Mother,nail,body part,NA
8663315,your nails need cutting,MOT,Mother,nail,body part,NA
8675641,he hit a nail in the road and he had a flat tyre,MOT,Mother,nail,object,hit
8681692,when it hit a nail in the road,MOT,Mother,nail,object,hit
8688699,has your is that your nail,INV,Investigator,nail,body part,be
8689192,you're looking at your your nail aren't you,INV,Investigator,nail,body part,look at
8690882,the nail ca it came back now,INV,Investigator,nail,NA,NA
8690893,the nail has come back,INV,Investigator,nail,NA,NA
8716740,that's a badger with a bag of nails and a hammer,MOT,Mother,nail,object,NA
8726542,a little piece of nail broken,MOT,Mother,nail,NA,NA
8726627,don't you need your nails,MOT,Mother,nail,NA,NA
8727258,and there was you saying it wasn't very nice me biting your nail,MOT,Mother,nail,body part,bite
8729016,and are your nails ready for cutting,MOT,Mother,nail,body part,NA
8729717,I think your nails,MOT,Mother,nail,body part,NA
8729733,I'm ever cutting your nails,MOT,Mother,nail,body part,cut
8751259,and hurt yourself with your nails,MOT,Mother,nail,body part,hurt with
8752593,your nails grow very quickly Thomas because it's only last Thursday that we cut them,MOT,Mother,nail,body part,NA
8754990,you might well wanna play with the nail scissors but I don't think so Thomas,MOT,Mother,nail,body part,NA
8759042,your nails,MOT,Mother,nail,object,NA
8761373,the train man has got a nail,MOT,Mother,nail,NA,NA
8761396,where has he got a nail,MOT,Mother,nail,NA,NA
8761457,you've got a nail on your track,MOT,Mother,nail,NA,NA
8761484,do you mean a finger nail,MOT,Mother,nail,body part,mean
8769684,your nails are sharp again,MOT,Mother,nail,body part,NA
8807005,and then I'm going to cut your nails,MOT,Mother,nail,body part,cut
8807150,I'm going to cut your nails and then we'll have breakfast,MOT,Mother,nail,body part,cut
8807194,you need your nails cutting Thomas,MOT,Mother,nail,body part,need
8808115,I'm just sitting cutting your nails,MOT,Mother,nail,body part,cut
8808400,just wait till Mummy has done your nails,MOT,Mother,nail,body part,do
8809798,we've got two more nails to go,MOT,Mother,nail,body part,have
8815386,and he's hammering some nails into some wood,MOT,Mother,nail,object,hammer
8815783,he's hammering some nails into some wood,MOT,Mother,nail,object,hammer
8816504,we cut your toe nails last night didn't we,MOT,Mother,nail,body part,cut
8820329,adjustable wrench screwdriver squeaky hammer nails nuts and bolts adjustable tool belt and a clickety saw,MOT,Mother,nail,object,NA
8820920,you've got the nails nuts and bolts,MOT,Mother,nail,object,have
8823373,because I remember that was the day that Mummy put nail varnish remover on her hair instead of conditioner,MOT,Mother,nail,body part,NA
8823470,I couldn't see the difference between the green nail varnish remover bottle and the green conditioner bottle,MOT,Mother,nail,body part,NA
8843190,have you got a short nail there,MOT,Mother,nail,body part,have
8843235,you've got a short nail haven't you,MOT,Mother,nail,body part,have
8848525,the one where you were hammering the nails,MOT,Mother,nail,object,hammer
8848737,it was an upright workbench that you could they had some big plastic screws and nails and you could do some hammering and nailing and screwing couldn't you,MOT,Mother,nail,object,have
8884165,especially when you're having your toe nails cut,MOT,Mother,nail,body part,have
8887673,I shall hafta get some nail scissors to your thumb nails because they look very sharp,MOT,Mother,nail,body part,NA
8889397,uh Thomas Lastname what is my nail file doing in there,MOT,Mother,nail,body part,NA
8889472,can I buy a nail file please,INV,Investigator,nail,body part,NA
8889539,there's a nail file,MOT,Mother,nail,body part,NA
8894666,let's just have a look at your nails,MOT,Mother,nail,body part,look at
8894715,you've got to be careful cutting your nails haven't you,MOT,Mother,nail,body part,cut
8895750,now I'm just going to nip upstairs and get a pair of scissors so I can cut your nails,MOT,Mother,nail,body part,cut
8896005,sit back in your chair please and I'll do your nails,MOT,Mother,nail,body part,do
8896180,tell you what hold your hand on that piece of paper and then when we're cutting your nails,MOT,Mother,nail,body part,cut
8896290,we usually cut your nails when we've been in the bath don't we,MOT,Mother,nail,body part,cut
8896297,because your nails are a little bit softer,MOT,Mother,nail,body part,NA
8896323,and you're playing with Becky and you've got sharp nails,MOT,Mother,nail,body part,have
8897005,it's nail week,MOT,Mother,nail,NA,NA
8897289,I've not made a very good job of cutting those nails,MOT,Mother,nail,body part,cut
8898126,what we've got to do now is get a cloth to wipe these little bits of finger nail up,MOT,Mother,nail,body part,wipe
8938292,for filing nails,MOT,Mother,nail,body part,file
8938398,it's for filing nails,MOT,Mother,nail,body part,file
8938415,it's a nail file,MOT,Mother,nail,body part,NA
8945323,it hurt your finger nails did it,MOT,Mother,nail,body part,hurt
8946440,it's like a fork lifter with sharp nails,MOT,Mother,nail,object,NA
9028548,I'm going to cut your finger nails as well,MOT,Mother,nail,body part,cut
9028567,give your nails a little scrub,MOT,Mother,nail,body part,give
9030078,now your finger nails are not too bad are they,MOT,Mother,nail,body part,NA
9030246,that's why we needta keep your nails clean,MOT,Mother,nail,body part,keep
9031131,I've only scrubbed the nails,MOT,Mother,nail,body part,scrub
9031666,your toe nails are dirty,MOT,Mother,nail,body part,NA
9033294,xxx if I manage to cut your nails xxx,MOT,Mother,nail,body part,cut
9037348,we'll start with your finger nails,MOT,Mother,nail,body part,start with
9040973,how are these nails feeling,MOT,Mother,nail,NA,NA
9041513,I wouldn't let you loose cutting your own nails Tom,MOT,Mother,nail,body part,cut
9050665,get some nails up and have it up,INV,Investigator,nail,object,get
9056206,or a nail or something up doesn't he,MOT,Mother,nail,object,NA
9057087,let's have a look at your nails,MOT,Mother,nail,body part,look at
9057407,and then I'll just sort your nails out,MOT,Mother,nail,body part,sort out
9057726,you've got nice nails,MOT,Mother,nail,body part,have
9057980,was that because of my long nails,MOT,Mother,nail,body part,NA
9057994,I'll just have a little look then at your toe nails and your finger nails,MOT,Mother,nail,body part,look at
9058913,that nail looks a little bit longer,MOT,Mother,nail,body part,NA
9058933,that toe nail,MOT,Mother,nail,body part,NA
9059069,well tell me now while I'm just sitting here cutting your nails xxx,MOT,Mother,nail,body part,cut
9059394,right we'll just have a little snip of that nail there,MOT,Mother,nail,NA,NA
