id,gloss,speaker_code,speaker_role,ambiguous_word,ambiguous_meaning,ambiguous_verb_final_noun
2410607,do you have any bows on,MOT,Mother,bow,NA,NA
2415183,you open the bow,MOT,Mother,bow,knot,open
2482614,does she have a pretty bow in her hair,MOT,Mother,bow,knot,have
2482623,what color's that bow,MOT,Mother,bow,weapon,NA
2497921,this bow,INV,Investigator,bow,NA,NA
2497994,yeah this pink bow,MOT,Mother,bow,NA,NA
2498027,you wanna play with this bow,INV,Investigator,bow,weapon,play with
2498654,stick on the bow,INV,Investigator,bow,NA,NA
2583456,yep there's a bow on that,FAT,Father,bow,knot,be
2592896,oh you like the bow,MOT,Mother,bow,knot,like
2600932,and a bow tie,MOT,Mother,bow,knot,NA
2614609,except that they have bows on them,MOT,Mother,bow,NA,NA
2620792,bow good job,MOT,Mother,bow,NA,NA
2621721,he's got his bow tie and his top hat,MOT,Mother,bow,knot,have
2643582,it's got some really bow leg too,MOT,Mother,bow,NA,NA
2644461,oo I have a bow,MOT,Mother,bow,NA,NA
2644479,I have a bow,MOT,Mother,bow,NA,NA
2670011,a bumblebee or a bow on it,MOT,Mother,bow,NA,NA
2672195,oh I think it is a bow,MOT,Mother,bow,NA,NA
2686660,we'll do a little bow,MOT,Mother,bow,knot,do
2695834,mommy's having a hard time tying this little bow,MOT,Mother,bow,knot,try
2701672,can I fix your bow real quick,MOT,Mother,bow,knot,fix
2711919,do you want me to tie the bow,MOT,Mother,bow,knot,tie
2713255,look I tied a bow,MOT,Mother,bow,knot,tie
2713481,want me to tie the bow,MOT,Mother,bow,knot,tie
2713544,that's a bow,MOT,Mother,bow,knot,be
2713549,mommy tied a bow,MOT,Mother,bow,knot,tie
2713599,do you want me to tie the bow,MOT,Mother,bow,knot,tie
2715544,oh is that a big fluffly bow,MOT,Mother,bow,knot,be
2762590,there's a bow on my shoe,EXP,Investigator,bow,knot,be
2818550,bow and arrow,FAT,Father,bow,weapon,NA
2854261,he's shooting a bow an arrow with a bow,MOT,Mother,bow,weapon,shoot
2854354,but you have a the bow shoots the arrow,MOT,Mother,bow,weapon,have
2862660,look what's underneath what's underneath the bow,MOT,Mother,bow,NA,NA
2862682,look it's got a big bow on it,MOT,Mother,bow,knot,have on
2862699,a car with a big bow on it,MOT,Mother,bow,knot,have on
2862745,somebody put a big bow on it,MOT,Mother,bow,knot,put on
2862870,with a bow on it cuz it's a present,MOT,Mother,bow,knot,NA
7879310,in a bow,MOT,Mother,bow,knot,NA
7880143,that's a bow,MOT,Mother,bow,knot,be
7888636,tie his bow,MOT,Mother,bow,knot,tie
7888697,he hasn't got another bow I don't think,MOT,Mother,bow,knot,have
7888726,you think you've got another bow,MOT,Mother,bow,knot,have
7896804,and one on his bow,MOT,Mother,bow,NA,NA
7898656,xxx put the orange bow,MOT,Mother,bow,knot,put
7900041,where's Minnie_Mouse with the bow in her hair,MOT,Mother,bow,knot,NA
7900084,that's the bow in her hair isn't it,MOT,Mother,bow,knot,be
7902049,I'll do this bow yellow,MOT,Mother,bow,knot,do
7902062,all the dogs have got their bows on,MOT,Mother,bow,knot,have on
7902088,you're doing that bow red are you,MOT,Mother,bow,NA,NA
7902889,where's his bow,MOT,Mother,bow,NA,NA
7902915,his bow,MOT,Mother,bow,NA,NA
7902943,shall I color his bow in now,MOT,Mother,bow,NA,NA
7902955,give him a nice red bow,MOT,Mother,bow,NA,NA
7910588,he's got a bow tie on hasn't he,MOT,Mother,bow,knot,have
7913307,would you like me to put her bow in,MOT,Mother,bow,knot,put in
7914841,that poor baby needs her um bow back in her hair doesn't she,MOT,Mother,bow,knot,need
7918609,that's his bow tie and that's his head,MOT,Mother,bow,knot,be
7919101,where's his bow tie,MOT,Mother,bow,knot,NA
7919152,put the bow tie on,MOT,Mother,bow,knot,put on
7920814,what about the one with the silly green hat and the bow tie on,MOT,Mother,bow,knot,NA
7920852,the bow goes underneath his head doesn't it,MOT,Mother,bow,knot,NA
7921926,she's got a pink bow in her hair hasn't she,MOT,Mother,bow,knot,have
7922076,it's got a red bow in it hasn't it,MOT,Mother,bow,knot,have
7923511,bows,MOT,Mother,bow,NA,NA
7933133,she's got a bow in her hair hasn't she,MOT,Mother,bow,knot,have
7933434,is it a bow,MOT,Mother,bow,NA,NA
7938349,put his bow tie on,MOT,Mother,bow,knot,put on
7942279,hasn't he got a lovely red bow tie on,MOT,Mother,bow,knot,have
7942293,what color's your teddy got what color's his bow,MOT,Mother,bow,knot,NA
7943964,well let mummie take her bow off,MOT,Mother,bow,knot,take off
7973263,be careful of the bow Becky,MOT,Mother,bow,NA,NA
7977235,make a bow,MOT,Mother,bow,knot,make
7977268,are you going to color the bow in,MOT,Mother,bow,knot,color
7994499,you want me to tie the bow again,MOT,Mother,bow,knot,tie
8021380,you'd better have a bow in your hair because you've got a bobble in haven't you,MOT,Mother,bow,knot,have
8025834,Mummy's tying the bow,MOT,Mother,bow,knot,tie
8027537,yes she's got a lovely bow in her hair,MOT,Mother,bow,knot,have
8125395,another bow,MOT,Mother,bow,NA,NA
8125757,shall I put the bow in her hair,MOT,Mother,bow,knot,put in
8144320,here's your bow,MOT,Mother,bow,knot,be
8144617,shall we do his bow up,MOT,Mother,bow,knot,do
8146647,your bow mum,MOT,Mother,bow,knot,NA
8146687,that's the bow that matches your party+dress isn't it,MOT,Mother,bow,knot,be
8150577,where's her bow gone,MOT,Mother,bow,knot,NA
8170874,you can't have a bow in your hair really can you,MOT,Mother,bow,knot,have
8190333,got a little bow on it hasn't it,INV,Investigator,bow,knot,get
8209837,take her bow off,MOT,Mother,bow,knot,take off
8209857,the bow looked pretty,MOT,Mother,bow,knot,NA
8219748,pull the bow,MOT,Mother,bow,NA,NA
8220028,shall we do the doll's bow up again,MOT,Mother,bow,knot,do
8249002,the dress comes off but the bow doesn't,MOT,Mother,bow,knot,come off
8249437,tie a bow,MOT,Mother,bow,knot,tie
8261830,undo the bow,MOT,Mother,bow,knot,undo
8286989,so we'll fix the bow to make it straight as_well,MOT,Mother,bow,knot,fix
8346770,she hasta bow to her little sister,MOT,Mother,bow,NA,NA
8346962,a big red bow in her hair,MOT,Mother,bow,knot,NA
8370177,bow,MOT,Mother,bow,knot,NA
8385987,has she got a pretty bow in her hair has she,MOT,Mother,bow,knot,have
8386007,pretty red bow,MOT,Mother,bow,knot,NA
8410430,I've put Heidi's hair just back like that in a bow,MOT,Mother,bow,knot,NA
8413285,and there's his little bow,MOT,Mother,bow,NA,NA
8418078,there's an Easter egg with a pink bow on it,MOT,Mother,bow,knot,NA
8422671,I don't know if a man would have a little ribbon with a bow tied round his neck but er,MOT,Mother,bow,knot,NA
8432813,but Tom doesn't have bows in his hair does he,MOT,Mother,bow,knot,have
8434419,it's a bow tie,MOT,Mother,bow,knot,NA
8434584,you've undone the bow in her hair,MOT,Mother,bow,knot,undo
8434767,you undid her bow didn't you,MOT,Mother,bow,knot,undo
8434782,a pretty bow,MOT,Mother,bow,knot,NA
8434813,isn't it a nice bow,MOT,Mother,bow,knot,be
8437504,put a red bow in her hair to make it look nice,MOT,Mother,bow,knot,put in
8450710,bow,FAT,Father,bow,NA,NA
8463761,then she can have a nice bow,MOT,Mother,bow,knot,have
8463779,isn't that a nice bow,MOT,Mother,bow,knot,be
8463827,would Warren like a bow in his hair,MOT,Mother,bow,knot,like
8463948,look at your hair with your bow,MOT,Mother,bow,knot,NA
8464048,can you pass me the bow please,MOT,Mother,bow,knot,pass
8493588,look at all the bows and the ribbons and the flowers on Dipsy's lap,MOT,Mother,bow,knot,look at
8508093,I think there's a bow on the box isn't there,MOT,Mother,bow,knot,be
8508110,we found a bow last night didn't we,MOT,Mother,bow,knot,find
8508141,a yellow bow,MOT,Mother,bow,NA,NA
8508323,shall we put the bow on the bib,MOT,Mother,bow,NA,NA
8508346,there's a bow on that box look,MOT,Mother,bow,knot,be
8508368,they all xxx yellow bow instead,MOT,Mother,bow,NA,NA
8514171,and on the outside it was blue and white flowers with a bow,MOT,Mother,bow,NA,NA
8520940,oh dear bow,MOT,Mother,bow,NA,NA
8523048,a bow,MOT,Mother,bow,NA,NA
8526268,I think you were probably saying bow walk then,MOT,Mother,bow,NA,NA
8527949,do you remember that huge bow in the sky,MOT,Mother,bow,NA,NA
8531275,they've got balloons and parcels done up with ribbons and bows,MOT,Mother,bow,knot,be done with
8532091,blue bow,MOT,Mother,bow,knot,NA
8533153,bow,MOT,Mother,bow,NA,NA
8538035,look there's a bow there,MOT,Mother,bow,NA,NA
8545250,baby bow,MOT,Mother,bow,knot,NA
8548907,and once we've tied the knot we can make a bow,MOT,Mother,bow,knot,make
8549483,you've just seen Purdie the bow,MOT,Mother,bow,NA,NA
8550393,a bow,MOT,Mother,bow,NA,NA
8553511,down bow down,MOT,Mother,bow,NA,NA
8557026,don't you dare kick the bow,MOT,Mother,bow,NA,NA
8571058,a bow a picture of a bow is it,MOT,Mother,bow,NA,NA
8571223,what's the bow doing,MOT,Mother,bow,NA,NA
8575549,oh another bow,MOT,Mother,bow,knot,NA
8575845,a bow drink water,MOT,Mother,bow,NA,NA
8575862,bow drinking water,MOT,Mother,bow,NA,NA
8577506,bow wow wow,MOT,Mother,bow,NA,NA
8578258,what did you say about Sonia and the bow,MOT,Mother,bow,NA,NA
8578299,I don't think it was Sonia and the bow,MOT,Mother,bow,NA,NA
8581177,Daddy has got a bow tie on,MOT,Mother,bow,knot,have
8581285,Mummy's wearing a long dress and Daddy's wearing a dinner suit with a bow tie,MOT,Mother,bow,knot,NA
8582809,is she a nice bow,MOT,Mother,bow,NA,NA
8583541,a lady a football and a bow,MOT,Mother,bow,NA,NA
8588087,oh a blue bow,MOT,Mother,bow,knot,NA
8623487,so it's bow wow's birthday on Sunday because Mummy's going back to judge the same show but I can't take you this year,MOT,Mother,bow,NA,NA
8671013,a bow,MOT,Mother,bow,NA,NA
8696743,it's like a bow,MOT,Mother,bow,knot,be
8697516,it has red and white stripes and it has a bow on it,MOT,Mother,bow,knot,be
8702982,a bow,MOT,Mother,bow,NA,NA
8710732,it's red with a a blue and white checked bow,MOT,Mother,bow,NA,NA
8716903,with his bow and arrow,MOT,Mother,bow,weapon,NA
8717258,and a nice gold bow,MOT,Mother,bow,NA,NA
8723823,they're big bows,MOT,Mother,bow,NA,NA
8725892,and there are little gold bows,MOT,Mother,bow,NA,NA
8726935,and look at this beautiful red bow,MOT,Mother,bow,NA,NA
8727428,a gold bow,MOT,Mother,bow,NA,NA
8727663,that's a little girl with a bow isn't it,MOT,Mother,bow,knot,NA
8731275,like a bow,MOT,Mother,bow,NA,NA
8731300,it is a bow,MOT,Mother,bow,NA,NA
8731314,nice blue ribbon with a gold bow,MOT,Mother,bow,knot,NA
8739783,a little gold bow,MOT,Mother,bow,NA,NA
8739797,this is a green one with a gold bow,MOT,Mother,bow,NA,NA
8739825,another bow,MOT,Mother,bow,NA,NA
8743062,and look at these pretty bell bows,MOT,Mother,bow,knot,look at
8745455,and all the gold bows,MOT,Mother,bow,NA,NA
8753594,shall we put a nice big red bow on it,MOT,Mother,bow,knot,put on
8756871,he's wearing a beautiful bow round his neck,MOT,Mother,bow,knot,wear
8758103,we could always put a bow on that and a ribbon,MOT,Mother,bow,knot,put on
8759040,it's a it's a tartan waistcoat with a bow tie,MOT,Mother,bow,knot,NA
8759082,you needn't put a bow tie on though,MOT,Mother,bow,knot,put on
8767883,a bow,MOT,Mother,bow,NA,NA
8767908,a bow,MOT,Mother,bow,NA,NA
8799475,she has got a bow on her hair,MOT,Mother,bow,knot,have
8799511,it's a ribbon tied into a bow,MOT,Mother,bow,knot,be tied into
8831633,or a bow for her hair,MOT,Mother,bow,knot,NA
8831651,shall we make it into a nice bow,MOT,Mother,bow,knot,make into
8831813,or a bow for her neck,MOT,Mother,bow,knot,NA
8846241,I've just tied a bow,MOT,Mother,bow,knot,tie
8872715,little collars and bows,MOT,Mother,bow,knot,NA
8872859,what about I think bow wow,INV,Investigator,bow,NA,NA
8872861,now it says find them some hats and bows to put on these cats,MOT,Mother,bow,knot,find
8872935,well shall we give it a ca hat or a bow,MOT,Mother,bow,knot,give
8873181,now choose a bow for him,MOT,Mother,bow,knot,choose
8873263,which bow would you like Thomas,MOT,Mother,bow,knot,like
8873352,no bows,MOT,Mother,bow,NA,NA
8873423,there nice bow tie,MOT,Mother,bow,knot,be
8873503,shall we put some bows on the others,MOT,Mother,bow,NA,NA
8873847,so it'll be a surprise to find which pussy cat Mummy has put a bow on,MOT,Mother,bow,knot,put on
8874013,shall we put some more bows on,MOT,Mother,bow,knot,put on
8874083,we've got two more hats and one more bow,MOT,Mother,bow,knot,have
8874116,still more bow is there,MOT,Mother,bow,NA,NA
8874257,well that bow can go on this pussy cat can't it,MOT,Mother,bow,knot,NA
8879338,poor bow wow,MOT,Mother,bow,NA,NA
8953543,hedgehogs and the two hedgehogs have got little tartan bows look to match the cuff on the shoes,MOT,Mother,bow,knot,have
9027078,bow,MOT,Mother,bow,NA,NA
9131176,it's a bow isn't it,MOT,Mother,bow,NA,NA
9181705,put the bow on the front,MOT,Mother,bow,NA,NA
9190392,if you do that I'm going to give your bow to Gwww,MOT,Mother,bow,NA,NA
9348628,it can tie his bow or pick a flower or wave goodbye to you,MOT,Mother,bow,knot,tie
9496255,with a blue bow,MOT,Mother,bow,NA,NA
9525663,that's called a bow,MOT,Mother,bow,NA,NA
9525696,a blue bow,MOT,Mother,bow,NA,NA
9525791,bow,MOT,Mother,bow,NA,NA
9531321,she got a bow,MOT,Mother,bow,NA,NA
9531348,a blue bow,MOT,Mother,bow,NA,NA
9637505,he's got a little bow tie hasn't he,MOT,Mother,bow,knot,have
9637549,yeah can you see the that little bow tie,MOT,Mother,bow,knot,see
9637570,can you see a duck with another bow tie,MOT,Mother,bow,knot,NA
9661423,bows,INV,Investigator,bow,NA,NA
9778746,my dickie bow,ROB,Child,bow,knot,NA
9778782,Ma can you make me a dickie bow,ROB,Child,bow,knot,make
9778795,dickie bow,ROB,Child,bow,knot,NA
9790982,bows,FAT,Father,bow,NA,NA
9800700,a bow,MOT,Mother,bow,NA,NA
9800736,a bow,MOT,Mother,bow,NA,NA
9849366,bow wow,FAT,Father,bow,NA,NA
9929050,I need a nice red to do the bows,MOT,Mother,bow,knot,do
9989398,a bark a woof a long bow wow,ELS,Grandmother,bow,NA,NA
9990403,a yip a yelp a short bow wow,ELS,Grandmother,bow,NA,NA
10003912,you've got to bow to me,MOT,Mother,bow,NA,NA
10063582,did it have any bows on it,INV,Investigator,bow,knot,have on
10068444,bow bow bow,MOT,Mother,bow,NA,NA
10068657,bow,MOT,Mother,bow,NA,NA
10069054,nice pink bobble to go with your pink leggings and your pink bow and your pink picture,MOT,Mother,bow,knot,go with
10071366,bow bow,MOT,Mother,bow,NA,NA
10071417,bow,MOT,Mother,bow,NA,NA
10071453,bow,MOT,Mother,bow,NA,NA
10071493,bow,MOT,Mother,bow,NA,NA
10071503,bow,MOT,Mother,bow,NA,NA
10071552,bow,MOT,Mother,bow,NA,NA
10071565,bow,MOT,Mother,bow,NA,NA
10071697,bow,MOT,Mother,bow,NA,NA
10083691,they were only fifteen p for the wee bow,MOT,Mother,bow,knot,NA
10083756,and sort_of I put a lastic band round the flowers and tied the bow on and stuck it up,MOT,Mother,bow,knot,tie
10086299,and I wrapped it around the thing and stuck it and tied it in a bow the lot,INV,Investigator,bow,knot,tie in
10086408,turn it around stuck it back and I tied it in a bow,INV,Investigator,bow,knot,tie in
10088190,muslin xxx tied up with bows,INV,Investigator,bow,knot,tie up in
10088210,I'll maybe get wee green bows for the muslin,MOT,Mother,bow,knot,get
10122306,no Courtney and Vanessa with bows in her hair and all this here,MOT,Mother,bow,knot,NA
10140933,they're Christmas balls and bows and crackers as_well,INV,Investigator,bow,knot,be
10143128,and does it have any bows on it,INV,Investigator,bow,NA,NA
16802010,or just make a little bow in the front,GRA,Grandmother,bow,knot,make
16819748,bows,MOT,Mother,bow,NA,NA
16821839,where's Laa_Laa's bow,MOT,Mother,bow,knot,NA
16840861,bows that's right,MOT,Mother,bow,knot,NA
16840875,she has two bows on her ears,MOT,Mother,bow,knot,have on
16841230,hats and a necklace and some sunglasses and tights and a bow and a shirt,MOT,Mother,bow,knot,NA
16843458,bow wow,MOT,Mother,bow,NA,NA
16843783,bow wow,MOT,Mother,bow,NA,NA
16843992,bow wow eek bow wow eek,MOT,Mother,bow,NA,NA
16853403,there was a big red dog bow wow,MOT,Mother,bow,NA,NA
16854687,I like you with a bow in your head,MOT,Mother,bow,knot,NA
16857214,green just like the bow,MOT,Mother,bow,NA,NA
16857436,just wait until your birthday you'll have lots_of bows,MOT,Mother,bow,knot,have
16857459,and you can have many bows all over your head,MOT,Mother,bow,knot,have
16857577,right over your bow,MOT,Mother,bow,knot,NA
16857589,you have a bow underneath your hat,MOT,Mother,bow,knot,have
16881045,Daffy's bow,MOT,Mother,bow,NA,NA
16892751,a bow,MOT,Mother,bow,NA,NA
16892764,a bow,MOT,Mother,bow,NA,NA
16896947,it is a bow,MOT,Mother,bow,NA,NA
16896958,she has two bows,MOT,Mother,bow,NA,NA
16896993,two red bow,MOT,Mother,bow,NA,NA
16904256,a bow there's a bow on it you're right,MOT,Mother,bow,NA,NA
16904962,a bow,MOT,Mother,bow,knot,NA
16904971,oh the bow is tied on top how pretty,MOT,Mother,bow,knot,NA
16911304,bow to the horse,MOT,Mother,bow,NA,NA
16911317,Boolet is a hugable bunny her big bow is blue,MOT,Mother,bow,knot,NA
16911319,bow to the cow,MOT,Mother,bow,NA,NA
16911811,all take a bow and the dance is,MOT,Mother,bow,NA,NA
16921461,bow to the horse bow to the cow twirl with the pig if you know how,MOT,Mother,bow,NA,NA
16921727,all take a bow and the dance is over,MOT,Mother,bow,NA,NA
16922908,why Frederick they said you're a poet Frederick blushed took a bow and said shyly I know it,MOT,Mother,bow,NA,NA
16923091,and took a bow,MOT,Mother,bow,NA,NA
16938724,he will show you how Captain Fenasaur he loves to dance everybody bow and give yourself a pirate clap now the ship's really rocking the brand new pirate ship is a rocking on the sea see it rocking on the sea rocking on the sea the brand new,ENV,Environment,bow,NA,NA
16940791,oh the puppy has a bow,MOT,Mother,bow,knot,have
16941234,oh and Eeyore needs the bow on his tail,MOT,Mother,bow,knot,need
16941248,can you find a lil bow to put on Eeyore's tail,MOT,Mother,bow,knot,find
16943073,a little tiny bow,MOT,Mother,bow,knot,NA
