id,gloss,speaker_code,speaker_role,ambiguous_word,ambiguous_meaning,ambiguous_verb_final_noun
1828063,playing cards,GRA,Grandmother,card,playing,NA
946037,we could play cards while Mommy was here,FAT,Father,card,playing,NA
9938356,now what you do is you take one card,MOT,Mother,card,playing,NA
17051573,I'm trying to get your other animal cards with the letters on them,MOT,Mother,card,playing,NA
10181785,do you wanna play cards with my mum,ADA,Playmate,card,playing,NA
17017926,I did find him some old baseball cards for his collection though,MOT,Mother,card,playing,NA
1887074,imagine getting a brand+new deck of cards like this no picture cards,MOT,Mother,card,playing,NA
7936202,you were the one that said we were playing cards,MOT,Mother,card,playing,NA
2829674,with with a deck of cards,MOT,Mother,card,playing,NA
8514552,you take the cards to the table and we'll sit and look at them together,MOT,Mother,card,playing,NA
1887093,no picture cards in the whole deck,MOT,Mother,card,playing,NA
652032,no sweetheart let Melissa deal the cards,MOT,Mother,card,playing,NA
734127,right sit at the kitchen table Robert I'll play cards with you,MOT,Mother,card,playing,NA
8861116,that's a jolly nice card isn't it,MOT,Mother,card,playing,NA
10128450,there's your box of cards,MOT,Mother,card,playing,NA
2023781,I think we've got a little too many cards for this game cause we couldn't hold that many in in our hands,MOT,Mother,card,playing,NA
652562,but there are no cards to pull from oh who's turn is it Mia,MOT,Mother,card,playing,NA
636365,I want play cards,SIS,Sister,card,playing,NA
17025505,I don't know the nine is mixed in with these animal cards,MOT,Mother,card,playing,NA
8903848,she's playing with cards,INV,Investigator,card,playing,NA
733015,xxx your baseball cards,EXP,Investigator,card,playing,NA
17029770,that's his baseball card,MOT,Mother,card,playing,NA
16788213,baseball cards,MOT,Mother,card,playing,NA
