id,gloss,speaker_code,speaker_role,ambiguous_word,ambiguous_meaning,ambiguous_verb_final_noun
1171497,and what's made out of turkey,SIS,Sister,turkey,food,NA
1698203,turkey that's a sheep a kitty,MOT,Mother,turkey,animal,NA
8444420,I think a quiet turkey might wake him up,MOT,Mother,turkey,animal,NA
592946,you want ham turkey or chili,MOT,Mother,turkey,food,NA
8455479,would you like some of some turkey,FAT,Father,turkey,food,NA
9603756,that's the turkey that marries them,MOT,Mother,turkey,animal,NA
1596670,yes you're a turkey if you cry you're a turkey gobble gobble gobble gobble gobble gobble gobble gobble,MOT,Mother,turkey,animal,NA
2107281,nut butter whole grain pasta brown rice tofu and turkey,MOT,Mother,turkey,food,NA
17044276,turkeys are birds yeah they sure are,FAT,Father,turkey,animal,NA
9499136,Daddy's cooking turkey downstairs,MOT,Mother,turkey,food,NA
1374436,turkeys are feathers,MOT,Mother,turkey,animal,NA
16819884,this is the food gathered and blessed the corn and the sweet berries the wild turkey dressed,MOT,Mother,turkey,food,NA
1719312,say the turkeys they have not seen mother duck,MOT,Mother,turkey,animal,NA
2096627,turkey doesn't wanna talk,MOT,Mother,turkey,animal,NA
9051894,it's roast turkey,MOT,Mother,turkey,food,NA
8946696,it has got turkey and sausages and bacon,MOT,Mother,turkey,food,NA
600946,tastes like turkey man with a crush on it,MAD,Adult,turkey,food,NA
2776763,I make I make them sandwiches with cheese and turkey but I cut them up really small so it doesn't look like that and I so I'm not I'm not sure that she did that,MOT,Mother,turkey,food,NA
2713100,you eat turkeys,MOT,Mother,turkey,food,NA
2298131,okay you can have some on your turkey,MOT,Mother,turkey,food,NA
8760535,do you think we've got a turkey for lunch tomorrow,MOT,Mother,turkey,food,NA
2298141,you want a little on your turkey,FAT,Father,turkey,food,NA
16786393,do you want me to make you turkey,MOT,Mother,turkey,food,NA
2718819,like at Thanksgiving when we go when we eat turkey,MOT,Mother,turkey,food,NA
9053954,reheated turkey,MOT,Mother,turkey,food,NA
305045,I should put my turkey out for Thanksgiving,MOT,Mother,turkey,food,NA
2089128,an what are those red things we eat with turkey,MOT,Mother,turkey,food,NA
919793,are you our big turkey for dinner,FAT,Father,turkey,food,NA
1385755,you wanna eat turkey no,MOT,Mother,turkey,food,NA
